mepid,result,eugroup,identifier
214839,for,Renew,170667
197769,for,Renew,170667
257011,for,Renew,170667
197581,for,Renew,170667
256807,for,Renew,170667
202073,for,S&D,170667
257123,for,S&D,170667
256936,for,S&D,170667
197433,for,S&D,170667
124867,for,S&D,170667
197498,for,S&D,170667
197435,for,S&D,170667
257108,for,S&D,170667
197440,for,S&D,170667
256880,for,S&D,170667
197782,for,S&D,170667
245018,for,S&D,170667
256937,for,S&D,170667
38542,for,S&D,170667
257087,for,S&D,170667
1294,for,S&D,170667
257088,for,S&D,170667
125046,for,S&D,170667
197391,for,S&D,170667
101585,for,S&D,170667
197702,for,S&D,170667
28298,for,S&D,170667
256901,for,S&D,170667
197694,for,S&D,170667
256997,for,S&D,170667
257079,for,S&D,170667
257102,for,S&D,170667
124785,for,S&D,170667
256803,for,S&D,170667
197800,for,S&D,170667
197392,for,S&D,170667
112747,for,S&D,170667
256898,for,S&D,170667
1909,for,S&D,170667
256899,for,S&D,170667
125042,for,S&D,170667
257124,for,S&D,170667
197719,for,S&D,170667
91636,for,S&D,170667
257053,for,S&D,170667
124722,for,S&D,170667
28347,for,S&D,170667
124799,for,S&D,170667
257103,for,S&D,170667
233862,for,S&D,170667
124836,for,S&D,170667
256993,for,S&D,170667
244571,for,S&D,170667
124846,for,S&D,170667
96998,for,S&D,170667
229839,for,S&D,170667
256935,for,S&D,170667
218347,for,S&D,170667
257066,for,S&D,170667
197722,for,S&D,170667
37312,for,S&D,170667
257084,for,S&D,170667
197677,for,S&D,170667
96932,for,S&D,170667
257085,for,S&D,170667
210480,for,S&D,170667
256885,for,S&D,170667
197810,for,S&D,170667
5729,for,S&D,170667
260035,for,S&D,170667
34232,for,S&D,170667
199941,for,S&D,170667
5392,for,S&D,170667
257106,for,S&D,170667
28419,for,S&D,170667
197533,for,The Left,170667
197574,for,The Left,170667
197468,for,The Left,170667
256913,for,The Left,170667
257092,for,The Left,170667
236053,for,The Left,170667
127766,for,The Left,170667
190517,for,The Left,170667
2268,for,The Left,170667
256910,for,The Left,170667
197448,for,Verts/ALE,170667
257015,for,Verts/ALE,170667
197439,for,Verts/ALE,170667
256995,for,Verts/ALE,170667
197470,for,Verts/ALE,170667
256915,for,Verts/ALE,170667
86793,for,Verts/ALE,170667
197503,for,Verts/ALE,170667
106936,for,Verts/ALE,170667
183916,for,Verts/ALE,170667
197549,for,Verts/ALE,170667
96752,for,Verts/ALE,170667
197398,for,Verts/ALE,170667
197395,for,Verts/ALE,170667
197460,for,Verts/ALE,170667
197461,for,Verts/ALE,170667
96675,for,Verts/ALE,170667
257132,for,Verts/ALE,170667
197462,for,Verts/ALE,170667
257016,for,Verts/ALE,170667
208722,for,Verts/ALE,170667
193292,for,Verts/ALE,170667
24942,for,Verts/ALE,170667
197464,for,Verts/ALE,170667
257044,for,Verts/ALE,170667
2152,for,Verts/ALE,170667
197466,for,Verts/ALE,170667
197573,for,Verts/ALE,170667
256813,for,Verts/ALE,170667
103381,for,Verts/ALE,170667
197832,for,Verts/ALE,170667
256964,for,Verts/ALE,170667
197500,for,Verts/ALE,170667
256917,for,Verts/ALE,170667
256833,for,Verts/ALE,170667
257139,for,Verts/ALE,170667
201945,for,Verts/ALE,170667
111412,for,Verts/ALE,170667
197772,for,Verts/ALE,170667
256990,for,Verts/ALE,170667
97236,for,Verts/ALE,170667
256978,for,Verts/ALE,170667
197870,for,Verts/ALE,170667
257437,for,Verts/ALE,170667
190464,for,Verts/ALE,170667
257138,against,The Left,170667
197795,against,The Left,170667
257140,against,The Left,170667
257126,against,The Left,170667
257133,against,The Left,170667
256960,abstention,NI,170667
257067,abstention,NI,170667
256962,abstention,Renew,170667
