mepid,result,eugroup,identifier
197800,against,S&D,169406
197392,against,S&D,169406
256898,against,S&D,169406
256908,against,S&D,169406
197697,against,S&D,169406
1909,against,S&D,169406
230085,against,S&D,169406
125042,against,S&D,169406
257124,against,S&D,169406
197719,against,S&D,169406
91636,against,S&D,169406
197653,against,S&D,169406
257727,against,S&D,169406
204418,against,S&D,169406
257105,against,S&D,169406
124722,against,S&D,169406
124799,against,S&D,169406
257103,against,S&D,169406
257111,against,S&D,169406
88882,against,S&D,169406
233862,against,S&D,169406
124784,against,S&D,169406
257238,against,S&D,169406
124846,against,S&D,169406
96998,against,S&D,169406
256935,against,S&D,169406
257121,against,S&D,169406
256904,against,S&D,169406
257066,against,S&D,169406
257170,against,S&D,169406
37312,against,S&D,169406
257084,against,S&D,169406
256999,against,S&D,169406
96932,against,S&D,169406
257085,against,S&D,169406
257101,against,S&D,169406
257071,against,S&D,169406
256885,against,S&D,169406
257148,against,S&D,169406
198183,against,S&D,169406
197810,against,S&D,169406
5729,against,S&D,169406
260035,against,S&D,169406
199941,against,S&D,169406
257106,against,S&D,169406
256805,against,The Left,169406
197701,against,The Left,169406
197533,against,The Left,169406
187917,against,The Left,169406
197574,against,The Left,169406
197529,against,The Left,169406
197468,against,The Left,169406
256961,against,The Left,169406
256823,against,The Left,169406
124985,against,The Left,169406
256913,against,The Left,169406
257012,against,The Left,169406
257092,against,The Left,169406
197416,against,The Left,169406
125023,against,The Left,169406
256890,against,The Left,169406
124736,against,The Left,169406
257063,against,The Left,169406
236053,against,The Left,169406
257083,against,The Left,169406
30482,against,The Left,169406
257135,against,The Left,169406
256911,against,The Left,169406
127766,against,The Left,169406
190517,against,The Left,169406
2268,against,The Left,169406
256910,against,The Left,169406
124813,against,The Left,169406
197448,against,Verts/ALE,169406
197449,against,Verts/ALE,169406
197439,against,Verts/ALE,169406
256995,against,Verts/ALE,169406
197470,against,Verts/ALE,169406
256915,against,Verts/ALE,169406
86793,against,Verts/ALE,169406
197503,against,Verts/ALE,169406
96725,against,Verts/ALE,169406
106936,against,Verts/ALE,169406
183916,against,Verts/ALE,169406
197549,against,Verts/ALE,169406
197398,against,Verts/ALE,169406
197395,against,Verts/ALE,169406
197460,against,Verts/ALE,169406
197461,against,Verts/ALE,169406
96675,against,Verts/ALE,169406
257132,against,Verts/ALE,169406
257016,against,Verts/ALE,169406
193292,against,Verts/ALE,169406
24942,against,Verts/ALE,169406
197464,against,Verts/ALE,169406
257044,against,Verts/ALE,169406
198076,against,Verts/ALE,169406
197466,against,Verts/ALE,169406
197573,against,Verts/ALE,169406
103381,against,Verts/ALE,169406
197832,against,Verts/ALE,169406
256917,against,Verts/ALE,169406
256833,against,Verts/ALE,169406
257139,against,Verts/ALE,169406
201945,against,Verts/ALE,169406
256990,against,Verts/ALE,169406
256965,against,Verts/ALE,169406
97236,against,Verts/ALE,169406
256978,against,Verts/ALE,169406
197870,against,Verts/ALE,169406
257437,against,Verts/ALE,169406
190464,against,Verts/ALE,169406
23868,abstention,NI,169406
257064,abstention,NI,169406
257120,abstention,NI,169406
257007,abstention,NI,169406
96653,abstention,NI,169406
256971,abstention,NI,169406
96787,abstention,PPE,169406
256840,abstention,PPE,169406
197839,abstention,PPE,169406
256846,abstention,PPE,169406
256847,abstention,PPE,169406
124701,abstention,PPE,169406
124713,abstention,PPE,169406
