mepid,result,eugroup,identifier
95074,for,PPE,170767
204336,for,PPE,170767
1927,for,PPE,170767
124808,for,PPE,170767
256974,for,PPE,170767
28400,for,PPE,170767
197711,for,PPE,170767
72779,for,PPE,170767
124802,for,PPE,170767
257027,for,PPE,170767
256847,for,PPE,170767
257039,for,PPE,170767
107212,for,PPE,170767
257049,for,PPE,170767
257040,for,PPE,170767
197738,for,PPE,170767
197404,for,PPE,170767
257128,for,PPE,170767
257041,for,PPE,170767
188096,for,PPE,170767
197413,for,PPE,170767
125670,for,PPE,170767
98219,for,PPE,170767
256979,for,PPE,170767
197422,for,PPE,170767
28223,for,PPE,170767
86057,for,PPE,170767
197426,for,PPE,170767
197417,for,PPE,170767
256889,for,PPE,170767
257068,for,PPE,170767
119435,for,PPE,170767
257026,for,PPE,170767
257089,for,PPE,170767
204449,for,PPE,170767
197402,for,PPE,170767
256814,for,PPE,170767
219652,for,PPE,170767
124795,for,PPE,170767
256804,for,PPE,170767
256983,for,PPE,170767
96756,for,PPE,170767
98582,for,PPE,170767
96761,for,PPE,170767
204400,for,PPE,170767
197405,for,PPE,170767
257045,for,PPE,170767
257046,for,PPE,170767
28229,for,PPE,170767
256977,for,PPE,170767
39725,for,PPE,170767
197606,for,PPE,170767
124713,for,PPE,170767
124893,for,PPE,170767
260724,for,PfE,170767
256857,for,PfE,170767
28150,for,PfE,170767
23816,for,PfE,170767
256859,for,PfE,170767
197400,for,Renew,170767
197781,for,Renew,170767
257003,for,Renew,170767
257020,for,Renew,170767
257014,for,Renew,170767
257057,for,Renew,170767
256870,for,Renew,170767
257038,for,Renew,170767
256970,for,Renew,170767
197780,for,Renew,170767
197770,for,Renew,170767
197401,for,Renew,170767
257013,for,Renew,170767
191693,for,Renew,170767
257037,for,Renew,170767
124866,for,Renew,170767
257259,for,Renew,170767
257301,for,Renew,170767
257257,for,Renew,170767
257438,for,Renew,170767
256976,for,Renew,170767
257061,for,Renew,170767
130100,for,Renew,170767
197502,for,Renew,170767
197769,for,Renew,170767
220801,for,Renew,170767
257011,for,Renew,170767
197581,for,Renew,170767
257138,for,The Left,170767
197533,for,The Left,170767
197684,for,The Left,170767
124984,for,The Left,170767
197574,for,The Left,170767
197529,for,The Left,170767
257023,for,The Left,170767
257155,for,The Left,170767
197468,for,The Left,170767
256961,for,The Left,170767
256823,for,The Left,170767
124985,for,The Left,170767
256913,for,The Left,170767
257299,for,The Left,170767
197795,for,The Left,170767
257012,for,The Left,170767
256890,for,The Left,170767
257063,for,The Left,170767
236053,for,The Left,170767
257140,for,The Left,170767
257083,for,The Left,170767
257135,for,The Left,170767
257126,for,The Left,170767
256911,for,The Left,170767
257127,for,The Left,170767
127766,for,The Left,170767
190517,for,The Left,170767
257009,for,The Left,170767
2268,for,The Left,170767
256910,for,The Left,170767
257133,for,The Left,170767
257080,against,ECR,170767
257086,against,ECR,170767
197475,against,ESN,170767
256929,against,ESN,170767
256928,against,ESN,170767
256949,against,ESN,170767
256941,against,ESN,170767
257262,against,ESN,170767
256959,against,ESN,170767
257070,against,ESN,170767
197763,against,ESN,170767
257260,against,ESN,170767
257069,against,ESN,170767
257118,against,NI,170767
256967,against,NI,170767
206158,against,PPE,170767
256809,against,PPE,170767
197691,against,PfE,170767
131580,against,PfE,170767
256852,against,PfE,170767
261797,against,PfE,170767
256998,against,PfE,170767
256881,against,PfE,170767
257024,against,PfE,170767
256878,against,PfE,170767
197829,against,PfE,170767
236050,against,PfE,170767
256886,against,PfE,170767
256834,against,PfE,170767
256874,against,PfE,170767
192254,against,PfE,170767
256876,against,PfE,170767
256896,against,PfE,170767
125052,against,PfE,170767
94649,against,PfE,170767
189065,against,PfE,170767
197627,against,PfE,170767
197528,against,PfE,170767
256909,against,PfE,170767
261038,against,PfE,170767
256872,against,PfE,170767
257029,against,PfE,170767
256843,against,PfE,170767
256883,against,PfE,170767
126699,against,PfE,170767
256893,against,PfE,170767
204414,against,PfE,170767
256844,against,PfE,170767
88552,against,PfE,170767
197578,against,PfE,170767
256871,against,PfE,170767
220897,against,PfE,170767
257050,against,PfE,170767
200345,against,PfE,170767
256888,against,PfE,170767
256850,against,PfE,170767
256875,against,PfE,170767
185771,against,PfE,170767
257125,against,PfE,170767
261796,against,PfE,170767
103246,against,PfE,170767
256869,against,Renew,170767
124766,against,Renew,170767
256891,against,Renew,170767
197443,against,Renew,170767
197444,against,Renew,170767
135511,against,Renew,170767
198073,against,Renew,170767
197624,against,Renew,170767
197818,against,Renew,170767
256926,against,Renew,170767
256962,against,Renew,170767
119652,against,S&D,170767
202073,against,S&D,170767
257123,against,S&D,170767
28307,against,S&D,170767
256934,against,S&D,170767
256936,against,S&D,170767
247735,against,S&D,170767
197433,against,S&D,170767
124867,against,S&D,170767
197498,against,S&D,170767
197435,against,S&D,170767
96681,against,S&D,170767
257108,against,S&D,170767
4267,against,S&D,170767
197440,against,S&D,170767
257002,against,S&D,170767
256880,against,S&D,170767
197782,against,S&D,170767
245018,against,S&D,170767
257169,against,S&D,170767
256937,against,S&D,170767
256938,against,S&D,170767
38542,against,S&D,170767
257122,against,S&D,170767
257087,against,S&D,170767
33998,against,S&D,170767
1294,against,S&D,170767
237465,against,S&D,170767
257088,against,S&D,170767
125046,against,S&D,170767
256906,against,S&D,170767
197391,against,S&D,170767
197702,against,S&D,170767
96833,against,S&D,170767
256901,against,S&D,170767
197694,against,S&D,170767
256997,against,S&D,170767
257059,against,S&D,170767
257079,against,S&D,170767
197718,against,S&D,170767
257102,against,S&D,170767
124785,against,S&D,170767
256830,against,S&D,170767
256803,against,S&D,170767
197800,against,S&D,170767
197392,against,S&D,170767
256992,against,S&D,170767
256898,against,S&D,170767
256908,against,S&D,170767
197491,against,S&D,170767
197697,against,S&D,170767
256899,against,S&D,170767
230085,against,S&D,170767
125042,against,S&D,170767
197721,against,S&D,170767
257124,against,S&D,170767
197719,against,S&D,170767
91636,against,S&D,170767
257727,against,S&D,170767
204418,against,S&D,170767
257053,against,S&D,170767
197497,against,S&D,170767
124799,against,S&D,170767
257103,against,S&D,170767
233862,against,S&D,170767
124836,against,S&D,170767
256993,against,S&D,170767
244571,against,S&D,170767
256903,against,S&D,170767
124846,against,S&D,170767
256902,against,S&D,170767
229839,against,S&D,170767
256935,against,S&D,170767
218347,against,S&D,170767
257121,against,S&D,170767
204413,against,S&D,170767
257084,against,S&D,170767
256999,against,S&D,170767
197677,against,S&D,170767
257085,against,S&D,170767
257101,against,S&D,170767
257071,against,S&D,170767
256885,against,S&D,170767
257148,against,S&D,170767
5729,against,S&D,170767
260035,against,S&D,170767
34232,against,S&D,170767
5392,against,S&D,170767
28419,against,S&D,170767
124736,against,The Left,170767
124813,against,The Left,170767
197448,against,Verts/ALE,170767
257015,against,Verts/ALE,170767
197439,against,Verts/ALE,170767
256995,against,Verts/ALE,170767
86793,against,Verts/ALE,170767
197503,against,Verts/ALE,170767
106936,against,Verts/ALE,170767
183916,against,Verts/ALE,170767
197549,against,Verts/ALE,170767
197398,against,Verts/ALE,170767
197460,against,Verts/ALE,170767
197461,against,Verts/ALE,170767
96675,against,Verts/ALE,170767
257132,against,Verts/ALE,170767
197462,against,Verts/ALE,170767
257016,against,Verts/ALE,170767
193292,against,Verts/ALE,170767
24942,against,Verts/ALE,170767
197802,against,Verts/ALE,170767
257044,against,Verts/ALE,170767
198076,against,Verts/ALE,170767
2152,against,Verts/ALE,170767
197466,against,Verts/ALE,170767
197573,against,Verts/ALE,170767
256813,against,Verts/ALE,170767
103381,against,Verts/ALE,170767
197832,against,Verts/ALE,170767
256964,against,Verts/ALE,170767
197500,against,Verts/ALE,170767
256917,against,Verts/ALE,170767
256833,against,Verts/ALE,170767
201945,against,Verts/ALE,170767
256916,against,Verts/ALE,170767
58766,against,Verts/ALE,170767
256990,against,Verts/ALE,170767
256965,against,Verts/ALE,170767
97236,against,Verts/ALE,170767
256978,against,Verts/ALE,170767
197870,against,Verts/ALE,170767
257437,against,Verts/ALE,170767
190464,against,Verts/ALE,170767
197501,abstention,ECR,170767
257091,abstention,ECR,170767
256845,abstention,ECR,170767
257090,abstention,ECR,170767
256924,abstention,ESN,170767
256858,abstention,NI,170767
23868,abstention,NI,170767
256960,abstention,NI,170767
257067,abstention,NI,170767
257007,abstention,NI,170767
198373,abstention,NI,170767
249982,abstention,NI,170767
257018,abstention,NI,170767
256989,abstention,NI,170767
256969,abstention,NI,170767
256971,abstention,NI,170767
124834,abstention,NI,170767
256840,abstention,PPE,170767
256846,abstention,PPE,170767
197786,abstention,PfE,170767
256853,abstention,PfE,170767
197577,abstention,Renew,170767
96711,abstention,Renew,170767
