mepid,result,eugroup,identifier
34232,against,S&D,170768
5392,against,S&D,170768
28419,against,S&D,170768
197448,against,Verts/ALE,170768
257015,against,Verts/ALE,170768
197439,against,Verts/ALE,170768
256995,against,Verts/ALE,170768
86793,against,Verts/ALE,170768
197503,against,Verts/ALE,170768
106936,against,Verts/ALE,170768
183916,against,Verts/ALE,170768
197549,against,Verts/ALE,170768
197398,against,Verts/ALE,170768
197460,against,Verts/ALE,170768
197461,against,Verts/ALE,170768
96675,against,Verts/ALE,170768
257132,against,Verts/ALE,170768
197462,against,Verts/ALE,170768
257016,against,Verts/ALE,170768
208722,against,Verts/ALE,170768
193292,against,Verts/ALE,170768
24942,against,Verts/ALE,170768
197802,against,Verts/ALE,170768
257044,against,Verts/ALE,170768
198076,against,Verts/ALE,170768
2152,against,Verts/ALE,170768
197466,against,Verts/ALE,170768
197573,against,Verts/ALE,170768
256813,against,Verts/ALE,170768
103381,against,Verts/ALE,170768
197832,against,Verts/ALE,170768
256964,against,Verts/ALE,170768
197500,against,Verts/ALE,170768
256917,against,Verts/ALE,170768
256833,against,Verts/ALE,170768
257139,against,Verts/ALE,170768
201945,against,Verts/ALE,170768
256916,against,Verts/ALE,170768
58766,against,Verts/ALE,170768
256990,against,Verts/ALE,170768
256965,against,Verts/ALE,170768
97236,against,Verts/ALE,170768
256978,against,Verts/ALE,170768
197870,against,Verts/ALE,170768
257437,against,Verts/ALE,170768
190464,against,Verts/ALE,170768
257056,abstention,ECR,170768
257116,abstention,ECR,170768
256808,abstention,ESN,170768
256924,abstention,ESN,170768
256858,abstention,NI,170768
23868,abstention,NI,170768
256960,abstention,NI,170768
257067,abstention,NI,170768
257007,abstention,NI,170768
257118,abstention,NI,170768
249982,abstention,NI,170768
256989,abstention,NI,170768
256969,abstention,NI,170768
256971,abstention,NI,170768
220908,abstention,PPE,170768
256846,abstention,PPE,170768
197691,abstention,PfE,170768
131580,abstention,PfE,170768
261797,abstention,PfE,170768
257024,abstention,PfE,170768
256878,abstention,PfE,170768
197786,abstention,PfE,170768
236050,abstention,PfE,170768
256886,abstention,PfE,170768
256834,abstention,PfE,170768
256874,abstention,PfE,170768
256853,abstention,PfE,170768
256876,abstention,PfE,170768
256896,abstention,PfE,170768
94649,abstention,PfE,170768
189065,abstention,PfE,170768
197627,abstention,PfE,170768
256872,abstention,PfE,170768
256895,abstention,PfE,170768
257054,abstention,PfE,170768
256883,abstention,PfE,170768
197687,abstention,PfE,170768
126699,abstention,PfE,170768
256893,abstention,PfE,170768
204414,abstention,PfE,170768
197690,abstention,PfE,170768
88552,abstention,PfE,170768
256871,abstention,PfE,170768
200345,abstention,PfE,170768
256888,abstention,PfE,170768
256875,abstention,PfE,170768
5736,abstention,PfE,170768
261796,abstention,PfE,170768
197577,abstention,Renew,170768
257155,abstention,The Left,170768
