mepid,result,eugroup,identifier
257122,for,S&D,169407
257087,for,S&D,169407
33998,for,S&D,169407
1294,for,S&D,169407
197579,for,S&D,169407
237465,for,S&D,169407
257088,for,S&D,169407
125046,for,S&D,169407
257098,for,S&D,169407
256906,for,S&D,169407
197391,for,S&D,169407
101585,for,S&D,169407
197702,for,S&D,169407
28298,for,S&D,169407
256901,for,S&D,169407
257079,for,S&D,169407
257102,for,S&D,169407
124785,for,S&D,169407
197682,for,S&D,169407
197800,for,S&D,169407
197392,for,S&D,169407
256898,for,S&D,169407
256908,for,S&D,169407
197697,for,S&D,169407
1909,for,S&D,169407
256899,for,S&D,169407
230085,for,S&D,169407
125042,for,S&D,169407
257124,for,S&D,169407
197719,for,S&D,169407
91636,for,S&D,169407
197653,for,S&D,169407
256824,for,S&D,169407
257727,for,S&D,169407
204418,for,S&D,169407
257053,for,S&D,169407
257105,for,S&D,169407
124722,for,S&D,169407
124799,for,S&D,169407
257103,for,S&D,169407
257111,for,S&D,169407
88882,for,S&D,169407
233862,for,S&D,169407
124784,for,S&D,169407
124836,for,S&D,169407
257238,for,S&D,169407
256993,for,S&D,169407
124846,for,S&D,169407
256902,for,S&D,169407
96998,for,S&D,169407
256935,for,S&D,169407
257121,for,S&D,169407
256904,for,S&D,169407
257066,for,S&D,169407
257170,for,S&D,169407
37312,for,S&D,169407
257084,for,S&D,169407
256999,for,S&D,169407
257085,for,S&D,169407
257101,for,S&D,169407
257160,for,S&D,169407
257071,for,S&D,169407
210480,for,S&D,169407
256885,for,S&D,169407
257148,for,S&D,169407
198183,for,S&D,169407
197810,for,S&D,169407
5729,for,S&D,169407
260035,for,S&D,169407
199941,for,S&D,169407
257106,for,S&D,169407
256805,for,The Left,169407
197701,for,The Left,169407
197533,for,The Left,169407
187917,for,The Left,169407
197529,for,The Left,169407
257155,for,The Left,169407
197468,for,The Left,169407
256961,for,The Left,169407
256823,for,The Left,169407
124985,for,The Left,169407
125023,for,The Left,169407
256890,for,The Left,169407
124736,for,The Left,169407
257063,for,The Left,169407
236053,for,The Left,169407
257140,for,The Left,169407
257083,for,The Left,169407
30482,for,The Left,169407
257135,for,The Left,169407
257126,for,The Left,169407
127766,for,The Left,169407
190517,for,The Left,169407
124813,for,The Left,169407
257133,for,The Left,169407
197448,for,Verts/ALE,169407
257015,for,Verts/ALE,169407
197449,for,Verts/ALE,169407
197439,for,Verts/ALE,169407
256995,for,Verts/ALE,169407
197470,for,Verts/ALE,169407
256915,for,Verts/ALE,169407
86793,for,Verts/ALE,169407
96725,for,Verts/ALE,169407
106936,for,Verts/ALE,169407
183916,for,Verts/ALE,169407
197549,for,Verts/ALE,169407
197398,for,Verts/ALE,169407
197395,for,Verts/ALE,169407
197460,for,Verts/ALE,169407
197461,for,Verts/ALE,169407
96675,for,Verts/ALE,169407
257132,for,Verts/ALE,169407
257016,for,Verts/ALE,169407
193292,for,Verts/ALE,169407
24942,for,Verts/ALE,169407
197464,for,Verts/ALE,169407
257044,for,Verts/ALE,169407
198076,for,Verts/ALE,169407
197466,for,Verts/ALE,169407
197573,for,Verts/ALE,169407
103381,for,Verts/ALE,169407
197832,for,Verts/ALE,169407
256917,for,Verts/ALE,169407
256833,for,Verts/ALE,169407
257139,for,Verts/ALE,169407
201945,for,Verts/ALE,169407
111412,for,Verts/ALE,169407
256916,for,Verts/ALE,169407
58766,for,Verts/ALE,169407
256990,for,Verts/ALE,169407
256965,for,Verts/ALE,169407
97236,for,Verts/ALE,169407
256978,for,Verts/ALE,169407
197870,for,Verts/ALE,169407
257437,for,Verts/ALE,169407
190464,for,Verts/ALE,169407
256928,against,ESN,169407
256998,against,PfE,169407
256981,against,PfE,169407
192254,against,PfE,169407
256996,against,PfE,169407
256991,against,PfE,169407
103246,against,PfE,169407
197574,against,The Left,169407
256913,against,The Left,169407
197416,against,The Left,169407
256911,against,The Left,169407
256910,against,The Left,169407
256964,against,Verts/ALE,169407
257091,abstention,ECR,169407
257113,abstention,ECR,169407
257090,abstention,ECR,169407
123562,abstention,ECR,169407
256949,abstention,ESN,169407
256808,abstention,ESN,169407
256969,abstention,NI,169407
256955,abstention,NI,169407
257298,abstention,Renew,169407
257092,abstention,The Left,169407
2268,abstention,The Left,169407
